硬碰硬	aaaf
一千萬	fmsv
擴散	fmsw
招錄	fmta
一秒鐘	fmtg
插銷	fmto
插枝	fmug
撬槓	fmui
撬棍	fmuj
插柳	fmuk
招來	fmul
插卡	fmup
掂對	fmuq
插入	fmur
插上	fmus
插槽	fmus
拔刀相助	fmuw
播種期	fmuw
招標	fmuy
插畫	fmvh
擴建	fmvj
副秘書長	fmvp
頭重腳輕	fmwb
頭疼腦熱	fmwh
挺然	fmwi
招財	fmwk
擴股	fmwl
招股	fmwl
豆腐腦	fmwl
招眼	fmwn
招貼	fmwp
手疾眼快	fmwr
挺胸	fmww
擴胸	fmww
挺腰	fmwy
一刀切	fmxm
一席話	fmxm
插話	fmxm
招認	fmxm
挺過	fmxo
天底下	fmxx
手底下	fmxx
插言	fmxy
招生	fmys
插曲	fmys
一決雌雄	fnai
挨踢	fnaj
揚湯止沸	fnan
抬步	fnao
換湯不換藥	fnas
打游擊	fnbd
振臂	fnbl
抬轎	fnbm
裘皮	fnbp
政治局	fnbt
抬高	fncg
挨户	fnch
求婚	fnck
天津市	fncp
武漢市	fncp
救市	fncp
揚州市	fncp
晉商	fncq
摻雜	fncr
揮汗如雨	fncy
救出	fndd
求出	fndd
挨鬥	fndd
抬出	fndd
抬舉	fndd
挨戶	fndh
求得	fndj
救國	fndk
晉國	fndk
振國	fndk
五湖四海	fndn
摇滚樂	fndn
五洲四海	fndn
搖滾樂	fndn
求學	fnds
振興	fndy
摻假	fneb
挨個	fned
振作	fneg
求值	fneg
求愛	fneh
求你	fneh
抬愛	fneh
晉代	fnek
求售	fnel
抹面	fnem
摻進	fneo
求仙	fnep
晉爵	fnep
求借	fnes
天涯何處無芳草	fnes
求偶	fnev
抬價	fney
救援	fnfe
求援	fnfe
抬扛	fnfi
抗洪救災	fnfl
拗勁	fnfl
抬頭	fnfl
求救	fnfn
一潭死水	fnfn
抹掉	fnfp
披沙揀金	fnft
挨批	fnfu
看没看	fnfw
看沒看	fnfw
求索	fngh
排水管	fngi
晉朝	fngj
政治部	fngl
攪海翻江	fngn
抽水站	fngp
求籤	fngr
晉升	fngs
抬升	fngs
求新	fngu
求真	fngw
政治協商會議	fngx
抬起	fnhe
撥浪鼓	fnhg
晉封	fnhh
救場	fnhj
求教	fnhk
晉城	fnhk
天河城	fnhk
摇脣鼓舌	fnhm
搖唇鼓舌	fnhm
搖脣鼓舌	fnhm
抹去	fnhn
求解	fnhs
救急	fnhv
抹煞	fnhv
救亡	fnhw
攔河壩	fnhy
求實	fnia
政治犯	fnia
揮灑自如	fnic
一清二白	fnid
政治家	fnig
挨家	fnig
挨次	fnih
挨邊	fnii
抹布	fnip
抹灰	fniq
晉身	fnis
擂台賽	fnis
一清二楚	fniu
挨凍	fniu
求神	fnjb
求賢	fnjb
求是	fnjf
排水量	fnjf
求醫	fnjj
求知	fnjl
晉祠	fnjt
一派胡言	fnjx
救星	fnjy
一清早	fnjz
救了	fnke
求饒	fnkh
殘渣餘孽	fnks
求成	fnkt
揮汗成雨	fnky
求取	fnlb
一波三折	fnlf
求職	fnlg
晉職	fnlg
求數	fnlg
探測器	fnll
殲滅戰	fnll
求戰	fnll
救災	fnlq
晉中	fnlu
拗口	fnlv
求疵	fnma
政法委	fnmc
求穩	fnme
求和	fnml
摻和	fnml
撒酒瘋	fnml
振動	fnmv
一瀉千里	fnmv
求租	fnmw
抹油	fnnb
救濟	fnnc
抹淚	fnnc
一滴滴	fnnc
天涯海角	fnnh
一波未平一波又起	fnnh
晉江	fnni
振盪	fnnj
救活	fnnm
救治	fnnn
排水溝	fnns
武漢大學	fnod
振奮	fnoe
晉級	fnoe
天淵之别	fnol
天淵之別	fnol
一水之隔	fnop
振幅	fnpf
晉劇	fnpg
晉陽	fnpj
救險	fnpr
五台山	fnps
求降	fnpt
救火	fnqh
求精	fnqh
求導	fnqi
抹粉	fnqk
挨着	fnqw
一溜煙	fnqy
救命	fnra
求人	fnre
救人	fnre
救兵	fnrf
求情	fnrh
挨近	fnro
政治性	fnry
救藥	fnsd
救難	fnsf
救荒	fnsh
挨著	fnsh
救世	fnsi
求歡	fnsl
救駕	fnsl
拖泥帶水	fnsn
抹茶	fnsr
抹殺	fnsu
救濟金	fntj
振鈴	fntr
抬槓	fnui
政治權利	fnum
抽水機	fnun
求根	fnun
求其	fnuq
摻入	fnur
政治上	fnus
抹上	fnus
拉法格	fnut
托洛斯基	fnuu
抹黑	fnvh
打退堂鼓	fnvh
技能書	fnvh
救贖	fnwh
一決勝負	fnwh
求見	fnwj
晉見	fnwj
抬腳	fnwk
推波助瀾	fnwn
抬腿	fnwn
抬眼	fnwn
求勝	fnwq
抹臉	fnwr
救助	fnws
求助	fnws
求購	fnws
抹胸	fnww
求證	fnxb
打油詩	fnxh
晉謁	fnxj
政治課	fnxj
求變	fnxo
求診	fnxr
救護	fnxs
求同	fnyf
求告	fnyl
挨靠	fnyl
抹零	fnyr
求生	fnys
救生	fnys
求雨	fnyv
排泄物	fnyw
排洩物	fnyw
求之不得	foad
一絲不掛	foaf
揮之不去	foah
掩碼	foar
一絲不苟	foas
抽絲剝繭	foas
天路	foat
天足	foaz
扶桑	fobb
天軸	fobb
損之又損	fobf
扶弱	fobi
天車	fobj
手續費	fobk
天塹	fobr
提綱挈領	fobr
天稟	focd
天高	focg
天亮	focl
尤如	focl
天娛	focl
天啟	focl
天女	focn
撩妹	focn
天敵	focq
天帝	focq
挾嫌	focq
天啓	foct
撩開	fodf
天師	fodf
天鬼	fodg
拒之門外	fodh
揮之卽去	fodh
天皇	fodj
天國	fodk
天問	fodl
天門	fodm
天關	fodn
天闕	fodq
抄收	fodt
天使	foef
揍你	foeh
尤爲	foek
天仙	foep
吞佔	foep
吞併	foeq
持之以恆	foer
天倫	foer
擴大化	foeu
拾級而上	foeu
天條	foeu
天候	foeu
正規化	foeu
天價	foey
抄件	foey
扶正	fofa
天正	fofa
撩撥	fofb
一絲一毫	fofc
扶摇	fofe
天授	fofe
一大把	fofe
扶把	fofe
尤拉	fofg
扶持	fofh
挾持	fofh
一小撮	fofj
撩逗	fofl
天元	fofl
天天	fofo
吞掉	fofp
扶手	fofs
抄手	fofs
一大批	fofu
亞細亞	fofu
一網打盡	fofv
扶搖	fofw
一統天下	fofx
天敏	foga
打小算盤	fogd
天鵝	fogf
五光十色	fogh
兩小無猜	fogi
天竺	fogi
天意	fogj
天年	fogj
天朝	fogj
副總裁	fogk
天氣	fogq
披紅戴花	fogs
天貓	fogs
天籟	fogu
天真	fogw
抄襲	fogw
天龍	fogw
扶危	foha
吞聲	fohb
正規軍	fohb
拉大旗作虎皮	fohb
天壤	fohc
天壇	fohc
抄表	fohc
天文	fohe
天色	fohe
一大堆	fohe
撩起	fohe
扶起	fohe
捧起	fohe
天地	fohj
捧場	fohj
天熱	fohk
天域	fohk
天象	fohl
天逸	fohl
天劫	fohn
天外	fohp
天經地義	fohq
抄報	fohq
天幸	fohq
天達	fohq
掩埋	fohv
天煞	fohv
天穹	foib
操縱自如	foic
抄寫	foid
天窗	foid
天宇	foif
按規定	foif
抄家	foig
天工	foig
一紙空文	foih
天資	foih
天空	foii
天邊	foii
天宏	foii
持之有故	foij
天寶	foij
天井	foik
天宮	foil
天冷	foir
天寒	fois
天猫	fois
掩鼻	foiv
天狗	foiw
天牢	foiy
天神	fojb
天福	fojf
天時	fojh
天晴	fojh
亞太區	fojl
天日	fojr
天理	fojv
副經理	fojv
天明	fojw
天王	fojw
掩映	fojy
一大早	fojz
正經八百	foka
吞了	foke
天才	fokg
掩飾	fokg
天主	fokj
尤為	fokk
扶貧	fokm
天分	fokm
天公	fokn
天良	fokn
吞食	foks
天父	foks
天成	fokt
天子	fokz
迂夫子	fokz
天順	fola
扶風	folf
天數	folg
吞噬	folg
天職	folg
吞吐	folh
天呀	folj
天聖	foll
捧哏	foln
天聯	foln
天啊	folp
天災	folq
五大三粗	folq
吞嚥	fols
天哪	folt
掩口	folv
接線員	folw
天麻	foma
天魔	fomd
天府	fome
扶病	fomf
天香	fomj
抄底	fomk
天底	fomk
天庭	fomm
天涯	fona
天波	fonb
天淵	fond
殘編斷簡	fong
天鴻	foni
天池	fonj
吞滅	fonk
吞没	fonl
抄没	fonl
天台	fonl
掩没	fonl
五大洲	fonn
天澤	fonp
天水	fons
天津	fonv
吞沒	fonw
抄沒	fonw
掩沒	fonw
天河	fonx
天線	food
天大	food
正大光明	fooj
副總經理	fooj
天光	fool
一縷縷	fool
捎給	foor
天網	fooy
天陣	fopb
副省長	fopc
天長	fopc
天罡	fopf
天羅	fopo
天險	fopr
天陰	fopr
天山	fops
武夷山	fops
天降	fopt
天際	fopw
死纏爛打	foqf
天火	foqh
天道	foqi
一大半	foqj
抄送	foqo
天翔	foqv
捧着	foqw
扶着	foqw
掩着	foqw
天尊	foqy
天命	fora
撩人	fore
天恆	forf
天心	fori
天之驕子	fork
天驕	form
天馬	form
天網恢恢疏而不漏	forn
天網恢恢	forr
振奮人心	forr
天性	fory
天花	fose
捧花	fose
捎帶	fosf
挾帶	fosf
天葬	fosf
掩蓋	fosh
捧著	fosh
扶著	fosh
掩著	fosh
撩惹	fosi
天幕	fosj
掩藏	fosk
掩蔽	fosq
天蓬	fost
捧殺	fosu
扶蘇	fosv
扶苗	fosv
抄錄	fota
扶疏	fota
吞金	fotj
尤甚	foue
抄本	fouf
扶植	foug
打光棍	fouj
天極	fouk
天柱	fouk
捎來	foul
天橋	foum
天機	foun
挑大樑	foun
一級棒	fouo
尤其	fouq
扶梯	fouq
天梯	fouq
天上	fous
掩上	fous
一夫當關萬夫莫開	fovd
一大群	fovg
一大羣	fovg
天堂	fovh
天黑	fovh
天書	fovh
抄書	fovh
揮之即去	fovh
天虹	fovi
天蠍	fovj
天界	fovr
天翼	fovv
吞服	fowa
挎包	fowe
天賦	fowf
捧腹	fowg
天然	fowi
天賜	fowj
捎腳	fowk
括約肌	fowl
天目	fowm
天眼	fown
扶助	fows
天月	fowy
天頂	foxa
天語	foxf
操之過急	foxh
天譴	foxl
五線譜	foxq
掩護	foxs
天下	foxx
吞下	foxx
天體	foxy
掩體	foxy
天干	foyg
天平	foyq
天内	foyr
天生	foys
一線生機	foyu
天內	foyu
天雷	foyv
求大同存小異	foyv
尤物	foyw
挾制	foyy
兩碗	fpai
兩百	fpaj
兩歲	fpak
兩步	fpao
一山不藏二虎	fpap
兩碼	fpar
兩路	fpat
據此	fpau
掉轉	fpbb
兩屆	fpbh
揚長避短	fpbj
兩居	fpbj
兩彈	fpbl
兩臂	fpbl
兩連	fpbo
兩層	fpbq
擺輪	fpbr
措置裕如	fpcc
兩限房	fpch
揚長補短	fpcj
擺好	fpck
擺到	fpcm
兩市	fpcp
兩旁	fpcq
兩遍	fpcy
擺出	fpdd
推陳出新	fpdg
摧毀	fpdh
摧毁	fpdi
兩間	fpdj
兩行	fpdj
兩國	fpdk
據聞	fpdl
兩門	fpdm
擺闊	fpdn
兩片	fpdp
兩牀	fpdu
擇優	fpea
據傳	fpeb
兩隻	fpeb
兩個	fped
扭虧爲盈	fpee
兩雙	fpee
兩位	fpeg
兩倍	fpeg
兩億	fpeg
揚長而去	fpeh
擺佈	fpei
兩份	fpek
兩段	fpel
兩面	fpem
排山倒海	fpen
掉進	fpeo
兩條	fpeu
兩集	fpeu
擇偶	fpev
兩側	fpew
掉價	fpey
擺件	fpey
兩件	fpey
擺正	fpfa
兩把	fpfe
摧殘	fpfh
擺列	fpfh
掉換	fpfh
揚幡招魂	fpfi
擇一	fpfi
兩抵	fpfk
掉頭	fpfl
兩頭	fpfl
搶險救災	fpfl
兩元	fpfl
兩晉	fpfn
兩天	fpfo
擺擺	fpfp
摧折	fpfr
兩手	fpfs
攜手	fpfs
擺手	fpfs
擺攤	fpfs
揣摸	fpfs
五險一金	fpft
兩批	fpfu
兩節	fpgd
兩年	fpgj
兩截	fpgk
兩部	fpgl
五陵年少	fpgo
兩端	fpgp
掉血	fpgp
兩站	fpgp
據悉	fpgq
兩筆	fpgv
兩節	fpgv
爾虞我詐	fpgx
兩軍	fphb
掉坑	fphc
扭虧增盈	fphe
掉色	fphe
天崩地裂	fphf
兩方	fphf
天長地久	fphh
兩地	fphj
兩者	fphj
攜款	fphj
擇吉	fphl
兩臺	fphl
天羅地網	fpho
據報	fphq
正處於	fphr
擺放	fpht
據實	fpia
兩項	fpia
兩家	fpig
探險家	fpig
兩次	fpih
兩邊	fpii
據守	fpik
擄獲	fpis
擺客	fpit
擺在	fpiu
拈量	fpjf
天長日久	fpjh
擇時	fpjh
擺晃	fpjo
兩班	fpjq
擇日	fpjr
兩日	fpjr
擺弄	fpjs
兩顆	fpju
批處理	fpjv
據理	fpjv
擺明	fpjw
掉了	fpke
扭虧為盈	fpke
兩分	fpkm
一陣子	fpkz
扣帽子	fpkz
擇取	fplb
兩岸三地	fplh
一帆風順	fpll
兩三	fpls
兩委	fpmc
據稱	fpme
揣摩	fpmf
兩科	fpmi
兩種	fpmm
拜占庭	fpmm
掉毛	fpmm
殘山剩水	fpmn
兩千	fpmq
兩座	fpmr
揣度	fpms
兩廣	fpms
擇席	fpms
一髮千鈞	fpmt
兩廂	fpmu
兩床	fpmu
擺動	fpmv
兩重	fpmv
掉淚	fpnc
兩清	fpnh
擺盪	fpnj
兩湖	fpnj
兩台	fpnl
擺渡	fpnm
兩漢	fpns
擺滿	fpns
掉渣	fpnu
掉漆	fpnu
揣測	fpnw
擺酒	fpny
掉線	fpod
兩大	fpod
兩級	fpoe
一隅之地	fpoh
招降納叛	fpoq
兩頰	fpor
兩組	fpow
兩岸	fppa
一陣陣	fppb
副院長	fppc
副處長	fppc
兩餐	fpph
兩院	fppi
擺桌	fppj
掉幀	fppp
掉隊	fppq
兩隊	fppq
兩處	fppt
兩粒	fpqg
兩道	fpqi
兩類	fpqi
兩半	fpqj
兩瓶	fpqs
擺着	fpqw
揣着	fpqw
天隨人願	fpra
兩人	fpre
兩會	fprf
兩全	fprj
兩性	fpry
擇菜	fpse
攜帶	fpsf
兩難	fpsf
擺著	fpsh
揣著	fpsh
擺駕	fpsl
掉落	fpsn
排除萬難	fpss
兩萬	fpsv
兩用	fpsy
擺鐘	fptg
掉錢	fptk
擇校	fpuc
兩虎相鬥	fpud
兩本	fpuf
兩棲	fpug
據查	fpuj
兩極	fpuk
兩根	fpun
擇機	fpun
擇業	fpuq
兩樣	fpuq
兩對	fpuq
掉入	fpur
擺上	fpus
兩枚	fput
兩棟	fpuu
揣想	fpuw
擇期	fpuw
兩相	fpuw
排除異己	fpve
據點	fpvp
兩點	fpvp
兩翼	fpvv
兩黨	fpvv
掉包	fpwe
兩週	fpwh
兩腳	fpwk
擺脫	fpwk
兩句	fpwl
兩腿	fpwn
兩眼	fpwn
擺脱	fpwq
兩肋	fpws
掉膘	fpwy
兩訖	fpxg
兩課	fpxj
據說	fpxk
擺設	fpxl
兩可	fpxl
據説	fpxq
擺譜	fpxq
掉下	fpxx
擇要	fpyc
擺平	fpyq
兩院制	fpyy
摸着石頭過河	fqan
一着不慎	fqar
捲軸	fqbb
亞美尼亞	fqbf
拼車	fqbj
捲尺	fqbk
挑燈夜戰	fqcl
撈到	fqcm
撇開	fqdf
拼裝	fqdh
拼盤	fqdl
拼圖	fqdl
打道回府	fqdm
擇善而從	fqed
捲進	fqeo
一炮而紅	fqeo
拼爭	fqev
拼搏	fqfa
一前一後	fqfd
拼接	fqfg
抗美援朝	fqfg
拼死	fqfh
一炮打響	fqfk
搓揉	fqfk
拼勁	fqfl
拼搶	fqfr
拉普拉斯	fqfu
掛羊頭賣狗肉	fqfy
拼音	fqgj
揹簍	fqgl
殫精竭慮	fqgp
捲筒	fqgy
損益表	fqhc
捲起	fqhe
天差地遠	fqhh
天差地别	fqhl
天差地別	fqhl
揹負	fqhw
拼寫	fqid
拼字	fqik
一差二錯	fqit
殘羹冷炙	fqiw
搔首弄姿	fqji
拔火罐	fqjs
拼了	fqke
一勞永逸	fqkh
拌飯	fqkr
拼成	fqkt
按勞分配	fqky
撇嘴	fqla
拌嘴	fqla
撈取	fqlb
指導員	fqlw
按勞取酬	fqly
搓麻	fqma
捲毛	fqmm
捲煙廠	fqmv
五糧液	fqnc
搓澡	fqnl
拼湊	fqno
搓洗	fqny
拼綴	fqob
捲紙	fqok
捲髮	fqpi
撲朔迷離	fqqh
拌料	fqqi
搓背	fqqu
揹着	fqqw
捲煙	fqqy
拼命	fqra
揹人	fqre
拼合	fqrh
指導性	fqry
揹帶	fqsf
捲菸	fqsh
揹著	fqsh
拌蒜	fqsj
捉迷藏	fqsk
拼殺	fqsu
撈錢	fqtk
一剪梅	fqug
打火機	fqun
捲入	fqur
搓板	fqur
撈麪	fqut
撈麵	fqut
拼刺	fquy
指導書	fqvh
晉冀魯豫	fqvk
揹包	fqwe
拌匀	fqwi
拌勻	fqwi
拼貼	fqwp
撈月	fqwy
五勞七傷	fqxe
一首歌	fqxl
撇下	fqxx
捲雲	fqyi
捲曲	fqys
天道酬勤	fqys
融會貫通	frab
誓願	frad
求人不如求己	frae
按兵不動	fram
搶步	frao
指令碼	frar
誓不	frau
拾柴	frau
折轉	frbb
折耗	frbk
拍馬屁	frbu
搶婚	frck
撿到	frcm
捨棄	frcn
折衷	frcu
一會兒	frdd
誓與	frdd
惡性迴圈	frdd
誓師	frdf
拆開	frdf
掀開	frdf
一人得道雞犬升天	frdf
拆裝	frdh
拆毀	frdh
拆毁	frdi
天馬行空	frdi
捉拿歸案	frdi
捨得	frdj
惡性循環	frdj
探驪得珠	frdj
拆閱	frdk
折回	frdl
扳回	frdl
拆閲	frdq
一人得道	frdq
哲學	frds
撫今追昔	frds
搶收	frdt
扳倒	frec
挫傷	freg
搶位	freg
捨己	frej
拴住	frek
一心爲公	frek
正反面	frem
搶佔	frep
排兵佈陣	frep
拆借	fres
搶修	freu
授人以柄	freu
折價	frey
拾掇	frfb
救人一命勝造七級浮屠	frfb
天兵天將	frfd
損兵折將	frfd
一心一意	frfg
誓死	frfh
捨近求遠	frfh
折抵	frfk
折扣	frfl
折損	frfl
搶救	frfn
拆掉	frfp
挫折	frfr
撿拾	frfr
搶手	frfs
扳手	frfs
撕心裂肺	frfw
拆卸	frgf
正合我意	frgg
接合部	frgl
掀翻	frgq
搶答	frgr
搶親	frgu
折算	frgw
掀起	frhe
求全責備	frhe
撿起	frhe
拾起	frhe
死心塌地	frhh
拆封	frhh
拒人於千里之外	frhh
拆臺	frhl
拾趣	frhl
搶劫	frhn
逝去	frhn
捨去	frhn
拆解	frhs
拆塔	frhs
折壽	frht
搶走	frhz
捫心自問	frid
天命有歸	frid
損人害己	frie
拆穿	frij
折射	frik
拆字	frik
擒獲	fris
捨身	fris
一心二用	fris
搶攻	frit
拴在	friu
拾人牙慧	frjb
折福	frjf
搶球	frjf
搶匪	frju
拆夥	frju
哲理	frjv
折現	frjw
五馬分屍	frkb
一心為公	frkk
拆分	frkm
拆成	frkt
折成	frkt
拾取	frlb
搶號	frld
打情駡俏	frle
折耳	frle
尬聊	frlk
一命嗚呼	frll
拆單	frll
一命鳴呼	frll
拾遺	frlu
折中	frlu
提心吊膽	frlw
掩人耳目	frlw
投遞員	frlw
折磨	frma
折刀	frmd
損人利己	frme
拆移	frmh
掀動	frmv
拒人千里	frmv
撿漏	frnb
搶注	frnk
折辱	frnk
拆台	frnl
搶渡	frnm
折斷	frnn
搶斷	frnn
搶灘	frns
拆洗	frny
拴縛	froa
拆線	frod
救命之恩	frod
折線	frod
一念之間	frod
搶奪	froe
拾級	froe
抱恨終天	frof
一丘之貉	frog
折光	frol
搶光	frol
一念之差	froq
逼人太甚	frou
一人之下萬人之上	frou
誓約	frow
一人之下	frox
副會長	frpc
打情罵俏	frpe
搶戲	frpf
拆除	frpr
搶險	frpr
招兵買馬	frpr
推心置腹	frpw
打馬虎眼	frpw
投懷送抱	frqf
折半	frqj
拎着	frqw
搶着	frqw
拴着	frqw
拆着	frqw
撿着	frqw
捨命	frra
折返	frrb
哲人	frre
擒拿	frrf
天人合一	frrf
扣人心絃	frro
折傘	frrr
折舊	frse
捲心菜	frse
拾荒	frsh
拎著	frsh
搶著	frsh
拴著	frsh
拆著	frsh
撿著	frsh
逝世	frsi
天人共鑑	frst
拆散	frsw
搶鏡	frtg
搶錢	frtk
折本	fruf
折桂	fruh
撿來	frul
搶樓	frul
扳機	frun
兩全其美	fruq
兩情相悦	frur
托馬斯	frur
兩情相悅	frur
排斥異己	frve
捅馬蜂窩	frvi
搶建	frvj
拆建	frvj
死馬當活馬醫	frvj
正人君子	frvk
一反常態	frvn
搶點	frvp
搶鮮	frvq
哲思	frvr
折翼	frvv
一馬當先	frvy
一介書生	frvy
折服	frwa
拾貝	frwb
殘兵敗將	frwd
手忙腳亂	frwe
拎包	frwe
看人臉色	frwh
擒賊	frwk
惡性腫瘤	frwm
搶眼	frwn
死心眼	frwn
折騰	frwq
搶購	frws
挫敗	frwt
折腰	frwy
折讓	frxc
抒情詩	frxh
折彎	frxo
搶過	frxo
誓詞	frxt
拆下	frxx
誓言	frxy
搶先	fryd
殊途同歸	fryd
一馬平川	fryl
拆遷	fryo
扳平	fryq
拾零	fryr
拆零	fryr
招架不住	fsae
手跡	fsah
形跡	fsah
抽薪止沸	fsan
摸著石頭過河	fsan
型砂	fsao
形碼	fsar
一著不慎	fsar
手足	fsaz
手輕	fsbf
手軟	fsbh
搭車	fsbj
手臂	fsbl
拱璧	fsbl
撒尿	fsbn
披荆斬棘	fsbu
披荊斬棘	fsbu
搭好	fsck
形如	fscl
撒嬌	fscm
摸到	fscm
形旁	fscq
攤商	fscq
手裏	fscv
手裡	fscv
五黃六月	fscw
拱衛	fsdb
拱衞	fsdb
攤牌	fsdd
攤開	fsdf
形狀	fsdi
打架鬥毆	fsdj
摸得	fsdj
描圖	fsdl
搭船	fsdl
拱門	fsdm
拱圈	fsdq
手術	fsdu
刑律	fsdv
手閘	fsdv
撒向	fsdx
措辭	fseb
形似	fsee
攤位	fseg
形像	fseh
手袋	fsek
手段	fsel
搭售	fsel
刑偵	fsep
天花亂墜	fsep
搭伴	fseq
擔驚受怕	fser
兩世爲人	fser
摸彩	fseu
推薦信	fsex
手信	fsex
手摇	fsfe
手抓	fsfe
撒播	fsfg
撒拉	fsfg
手持	fsfh
手挽	fsfh
手殘	fsfh
手控	fsfi
手提	fsfj
手頭	fsfl
摸頭	fsfl
搭扣	fsfl
搭救	fsfn
手抄	fsfo
抱薪救火	fsfq
拱手	fsfs
撒手	fsfs
拱形	fsfs
救苦救難	fsfs
摸摸	fsfs
手指	fsfu
一草一木	fsfu
摸排	fsfu
拱抱	fsfw
手搖	fsfw
形貌	fsgd
摸索	fsgh
拱豬	fsgh
形音	fsgj
措意	fsgj
搭載	fsgk
刑部	fsgl
手部	fsgl
手氣	fsgq
撒氣	fsgq
豆蔻年華	fsgs
手辦	fsgs
手筆	fsgv
推薦表	fshc
形色	fshe
搭起	fshe
措施	fshg
手鼓	fshg
手遊	fshg
搭幫	fshh
天荒地老	fshh
刑場	fshj
攤場	fshj
形勢	fshk
手勢	fshk
形象	fshl
邢臺	fshl
搭臺	fshl
抗菌素	fsho
排難解紛	fsho
攤放	fsht
描寫	fsid
手寫	fsid
手巧	fsid
手工	fsig
天若有情天亦老	fsih
手邊	fsii
搭邊	fsii
形容	fsir
托勒密	fsir
接力賽	fsis
搭客	fsit
手緊	fsjb
形神	fsjb
形影	fsjc
手球	fsjf
撒旦	fsjf
一葉知秋	fsjm
手環	fsjp
搭班	fsjq
搭夥	fsju
搭理	fsjv
五花八門	fskd
手印	fskf
手感	fskf
形式	fski
攤主	fskj
救世主	fskj
刑事	fskl
兩世為人	fskr
形成	fskt
攤子	fskz
擺架子	fskz
看菜喫飯量體裁衣	fslc
看菜吃飯量體裁衣	fslc
型號	fsld
看菜喫飯	fslk
看菜吃飯	fslk
拉力器	fsll
手中	fslu
型別	fslw
手稿	fsmc
摸透	fsme
一落千丈	fsmi
摸底	fsmk
撒種	fsmm
搭乘	fsmq
手癢	fsmq
手動	fsmv
手癬	fsmv
捲菸廠	fsmv
撒潑	fsnb
手淫	fsne
救世濟民	fsne
手法	fsnh
刑法	fsnh
摸清	fsnh
打落水狗	fsni
邢台	fsnl
搭台	fsnl
投鞭斷流	fsnn
攤派	fsnr
形態	fsnw
手滑	fsnx
措大	fsod
搭線	fsod
手續	fsoh
手紋	fsoh
描紅	fsoi
手紙	fsok
手絹	fsol
五花大綁	fsoo
手套	fsop
描繪	fsor
手繪	fsor
撒網	fsoy
手帕	fspd
採茶戲	fspf
搭戲	fspf
手巾	fspj
亞力山大	fspo
一葉障目不見泰山	fspp
一葉障目	fspw
刑罰	fspx
拱火	fsqh
搽粉	fsqk
手爐	fsqp
手背	fsqu
拱北	fsqu
摸着	fsqw
手快	fsrb
手拿	fsrf
手心	fsri
手慢	fsrj
手令	fsrk
手創	fsrk
抗藥性	fsry
手藝	fssh
搭蓋	fssh
摸著	fssh
手勤	fssi
描摹	fssj
撒歡	fssl
五莊觀	fssl
攤薄	fssn
拈花惹草	fsss
打草驚蛇	fssv
刑警	fssw
攤鋪	fsta
手錶	fsth
手銬	fsth
一刹那	fstj
一剎那	fstj
攤銷	fsto
手鐲	fstp
手鍊	fstu
搭鉤	fstw
搭鈎	fstw
型鋼	fsty
手札	fsue
手柄	fsuf
手杖	fsui
摸查	fsuj
描述	fsuk
型材	fsuk
撒賴	fsul
手速	fsul
搭橋	fsum
拱橋	fsum
手機	fsun
接力棒	fsuo
手槍	fsur
天花板	fsur
手板	fsur
手上	fsus
搭上	fsus
手模	fsus
搭檔	fsuv
攤檔	fsuv
刑期	fsuw
手相	fsuw
形相	fsuw
搭棚	fsuw
手掌	fsvf
手書	fsvh
描畫	fsvh
手黑	fsvh
摸黑	fsvh
搭建	fsvj
撒野	fsvk
攤點	fsvp
搭界	fsvr
型男	fsvs
手戳	fsvv
摸魚	fsvv
撥草尋蛇	fsvv
刑戮	fsvv
手包	fswe
撒肥	fswe
手腕	fswi
搭腔	fswi
手腳	fswk
刑具	fswk
搭脉	fswk
手賤	fswk
撒腿	fswn
手眼	fswn
拔苗助長	fswp
揠苗助長	fswp
攤販	fswr
搭脈	fswr
採蘭贈藥	fsws
殘花敗柳	fswu
手册	fsww
拱頂	fsxa
手記	fsxe
手語	fsxf
頭蓋骨	fsxg
手骨	fsxg
形骸	fsxh
手誤	fsxl
搭話	fsxm
形變	fsxo
搭訕	fsxp
手諭	fsxr
刑訴	fsxr
撒謊	fsxs
刑訊	fsxt
措詞	fsxt
手下	fsxx
形體	fsxy
手電	fsyb
手冊	fsyc
搭配	fsye
形同	fsyf
攤平	fsyq
五花肉	fsyr
手生	fsys
手雷	fsyv
形制	fsyy
一錢不值	ftae
拾金不昧	ftaj
一鍋粥	ftbq
揮金如土	ftch
一錢如命	ftcr
挪開	ftdf
挪作	fteg
挪借	ftes
天各一方	ftfh
拯救	ftfn
一針一線	ftfo
一鍋端	ftgp
打鐵趁熱	fthh
一錘定音	ftig
挪窩	ftix
挪威	ftkf
一錘子買賣	ftkh
拜金主義	ftkq
推銷員	ftlw
挪移	ftmh
挪動	ftmv
一飛沖天	ftnf
挪用	ftsy
撳鈕	fttv
摇錢樹	ftuh
搖錢樹	ftuh
一針見血	ftwg
殘冬臘月	ftww
形銷骨立	ftxg
撕破	fuab
撑杆跳高	fuac
撕碎	fuac
撐杆跳高	fuac
頑梗不化	fuae
指壓	fuaj
指路	fuat
排憂	fuaw
天機不可泄露	fuay
天機不可洩露	fuay
批發	fubb
批轉	fubb
撲擊	fubd
排擊	fubd
手機費	fubk
手榴彈	fubl
排尾	fubm
排尿	fubn
撲通	fubs
指引	fubu
惡補	fuca
亞裔	fucc
排到	fucm
惡女	fucn
