aaaf 硬碰硬
feis 摇身
feiu 把它
fejb 抓緊
fejc 採景
feje 採暖
fejf 把玩
fejh 授時
fejl 推知
fejl 採區
fejo 摇晃
fejs 把弄
fejv 推理
feke 扔了
feki 把式
feki 殯儀館
fekk 把盞
fekq 殖民主義
fekr 推卻
fekr 捨己為人
fekv 授予
fekz 把子
fekz 五倍子
fela 抿嘴
felb 採取
felb 抓取
feld 扎啤
feld 摇號
felf 採風
felf 把風
feli 指雞駡狗
felk 一隻只
fell 採集器
felm 兩面三刀
feln 一代風流
fels 再而三
felw 操作員
fema 推磨
femc 撰稿
feme 把穩
femh 推移
femm 採種
femn 抓痕
femo 推而廣之
fems 推廣
fems 推度
femv 推動
femv 摇動
femv 亞健康
femv 授勳
fenb 採油
fenc 摇滚
fenc 扎染
fenf 摸爬滚打
fenf 摸爬滾打
feni 推演
fenj 摇盪
fenn 推斷
fenr 兩面派
fenv 殃及池魚
fenw 推測
feny 把酒
feoc 採編
feoc 一面之交
feod 天倫之樂
feoh 推特
feol 採光
feol 五彩紛呈
feom 一己之私
feoo 五彩繽紛
feoo 一面之緣
feor 天作之合
feor 推給
feor 授給
feos 一己之力
feox 一面之詞
feox 武俠小説
feox 武俠小說
feoy 採納
feoy 採製
fepf 把戲
fepg 惡作劇
fepi 推崇
fepi 指雞罵狗
fepw 採買
feqh 授精
feqh 採精
feqi 推導
feqi 授首
feqk 授粉
feqo 推送
feqs 採煤
feqw 推着
fera 授命
fera 掙命
fere 一個人
fere 抓人
fere 兩個人
ferf 撥亂反正
ferf 援兵
ferf 推拿
feri 一條心
ferk 推介
fero 操作性
fesb 採蓮
fesd 抓藥
fesd 採藥
fese 採花
fesh 一個蘿蔔一個坑
fesh 授藝
fesh 推著
fesk 援藏
fesl 推力
fesl 更僕難數
fesm 推薦
fesr 採茶
fesy 採用
fesy 副作用
fesy 援用
feta 採錄
fetg 扎針
fetk 掙錢
feto 推銷
fetr 摇鈴
feud 形而上學
feuf 把柄
feuj 摇桿
feuk 撰述
feun 攝像機
feuo 摇椅
feuq 採樣
feuq 授業
feuq 一個樣
feur 推入
feus 授權
feus 推上
feuv 摇櫓
feuw 推想
fevh 換位思考
fevj 援建
fewh 抓賭
fewi 抓瞎
fewk 把脉
fewk 抓賊
fewk 政以賄成
fewk 推脫
fewk 掙脫
fewn 扎眼
fewq 掙脱
fewq 推脱
fewr 把脈
fews 援助
fews 採購
fexc 推讓
fexg 推託
fexh 採訪
fexj 授課
fexk 推說
fexm 推諉
fexm 採認
fexq 推説
fexr 推論
fexs 援護
fexx 扔下
fexx 推下
feyj 打保票
feyj 摇醒
ffae 措手不及
ffae 按捺不住
ffag 撒手不管
ffai 捉摸不定
ffai 摇擺不定
ffai 搖擺不定
ffaj 扶正壓邪
ffap 打抱不平
ffas 一擲百萬
ffbf 拜登
ffbj 手推車
ffcc 拉拉雜雜
ffcj 一天到晚
ffck 摇頭丸
ffck 搖頭丸
ffcm 拋到
ffcn 換手率
ffcn 拋棄
ffdc 一元復始
ffdd 死扣兒
ffdd 拋出
ffdf 捷徑
ffdf 拜師
ffdf 拋開
ffdi 抱頭鼠竄
ffdl 頭一回
ffdr 一拍卽合
ffdu 天天向上
ffdw 拜將
ffeb 拜佛
ffec 拜倒
ffec 一揮而就
ffee 擁政愛民
ffei 一掃而空
ffek 捂住
ffek 手提袋
ffek 拜爲
ffel 挨打受駡
ffel 拋售
ffeo 一掃而光
ffeo 掃描件
ffeo 拋進
ffep 拜爵
ffep 挨打受罵
ffeq 掃描儀
ffeu 搶手貨
ffeu 一擁而上
ffeu 一擁而入
fffa 再接再厲
fffa 再接再礪
fffb 摇頭擺尾
fffb 搖頭擺尾
fffd 殊死搏鬥
fffe 救死扶傷
fffe 一把抓
fffe 拜把
fffe 一把把
ffff 拉拉扯扯
ffff 拖拖拉拉
ffff 拜拜
ffff 扭扭捏捏
fffg 一五一十
fffj 指天誓日
fffl 手指頭
fffl 打折扣
fffl 拋投
fffn 捏一把汗
fffn 拼死拼活
fffo 一天天
fffp 拋掉
fffq 拋擲
fffr 招摇撞騙
fffr 招搖撞騙
fffs 一把手
fffs 手拉手
fffu 一排排
fffu 一批批
fffv 拜掃
fffv 掃一掃
fffw 探頭探腦
fffw 捏手捏腳
ffgd 五一節
ffgj 拜年
ffgl 指揮部
ffgp 攪拌站
ffgu 手提箱
ffgu 扶摇直上
ffgu 扶搖直上
ffgv 拋妻
ffgv 五一節
ffhb 掐頭去尾
ffhd 挑撥離間
ffhd 拋離
ffhg 撒拉族
ffhh 形形色色
ffhj 拜天地
ffhk 一頭熱
ffhl 打擂臺
ffhm 天摇地動
ffhm 天搖地動
ffhq 捷報
ffhq 捷達
ffht 拜壽
ffhw 拜望
ffib 指揮官
ffie 振振有辭
ffih 再一次
ffih 頭一次
ffii 兩手空空
ffij 抱殘守缺
ffit 拜客
ffix 振振有詞
ffjb 拜神
ffjd 捷克
ffjd 打撲克
ffjf 拋球
ffjj 扶正祛邪
ffjj 摇摇晃晃
ffjj 搖搖晃晃
ffjo 兩天曬網
ffjq 頭頭是道
ffjw 摇頭晃腦
ffjw 拜盟
ffjw 搖頭晃腦
ffke 挾天子以令諸侯
ffki 手提式
ffkk 拜為
ffkp 摇摇欲墜
ffkp 搖搖欲墜
ffkr 拋卻
ffkz 一攬子
ffkz 撂挑子
fflg 打招呼
ffll 吞吞吐吐
ffll 掃描器
ffls 拜别
fflw 指揮員
fflw 拜別
ffmf 一手遮天
ffmh 撼天動地
ffml 抱頭痛哭
ffmr 拍手稱快
ffmt 一擲千金
ffnf 拋灑
ffnl 打擂台
ffnp 一把汗
ffns 掛一漏萬
ffol 抱頭大哭
ffol 拋光
ffop 一技之長
ffpb 打頭陣
ffpq 救援隊
ffps 五指山
ffps 拜山
ffqj 抖擻精神
ffqs 提拉米蘇
ffqw 捂着
ffrf 拜會
ffsh 一抔黃土
ffsh 拋荒
ffsh 捂著
ffsi 指揮若定
ffsl 拜賀
ffsl 抵抗力
ffsp 披頭散髮
fftd 撒手鐧
fftj 拜金
ffts 拋錨
ffun 拖拉機
ffuo 指揮棒
ffuo 托爾斯泰
ffup 披掛上陣
ffur 托拉斯
ffur 拋入
ffux 拱手相讓
ffvh 拜堂
ffvh 指天畫地
ffvr 一拍即合
ffvv 指指點點
ffvw 指手畫腳
ffvw 指手劃腳
ffwa 拜服
ffwe 手提包
ffwg 一手包辦
ffwj 拜見
ffwn 看一眼
ffwq 手揮目送
ffww 頭頭腦腦
ffwy 拜月
ffxc 招摇過市
ffxc 招搖過市
ffxf 抑揚頓挫
ffxg 拜託
ffxg 拜識
ffxh 拜訪
ffxh 拜讀
ffxh 拜請
ffxi 拜謝
ffxj 拜謁
ffxm 握手言和
ffxm 拜認
ffxr 拱手讓人
ffxs 握手言歡
ffxx 打天下
ffxx 拋下
ffyb 天打雷劈
ffye 抛頭露面
ffye 拋頭露面
ffyn 一頭霧水
ffyw 手提電腦
fgaa 手舞足蹈
fgaa 五十步笑百步
fgac 撞碎
fgar 一失足成千古恨
fgau 拉碴
fgbb 播發
fgbc 接軌
fgbd 撞擊
fgbd 技擊
fgbe 接引
fgbf 拉登
fgbg 拖曳
fgbj 撫慰
fgbj 撞車
fgbj 拖車
fgbj 拉車
fgbl 振聾發聵
fgbn 拉尿
fgbo 接連
fgbp 拉皮
fgbq 拉屎
fgbs 接通
fgbs 搜索引擎
fgca 拉姆
fgcd 撞衫
fgcd 擀氈
fgcf 一年到頭
fgcg 拉高
fgch 五顔六色
fgcj 按部就班
fgcm 接到
fgcm 撞到
fgcm 拉到
fgcm 拖到
fgcn 撫育
fgco 一朝被蛇咬十年怕井繩
fgcr 拉雜
fgdb 勁舞團
fgdd 播出
fgdd 托兒
fgdd 擋箭牌
fgdd 一無所得
fgdd 拉出
fgdf 拉開
fgdf 技師
fgdf 一無所求
fgdh 接待
fgdh 撞牆
fgdh 撞毀
fgdi 一無所有
fgdi 一無所獲
fgdi 撞毁
fgdj 一無所知
fgdk 投筆從戎
fgdk 一無所成
fgdl 托盤
fgdl 拖船
fgdl 拉回
fgdl 接盤
fgdl 一無所取
fgdm 捲簾門
fgdm 一年四季
fgdn 一無所能
fgdp 擺龍門陣
fgdp 一無所長
fgdr 頭等艙
fgdt 接收
fgdu 技術
fgdu 死乞白賴
fgdv 拉閘
fgdw 一等奬
fgdw 一等獎
fgea 一氧化碳
fgeb 探親假
fgeb 拉伸
fgeb 拉巴
fgec 拉倒
fgec 撞倒
fgeh 接受
fgeh 撫愛
fgeh 揭竿而起
fgeh 一笑傾城
fgek 拉住
fgek 拖住
fgek 接住
fgem 接任
fgeo 接進
fget 技改
fgew 一箭雙鵰
fgfa 拉扯
fgfd 接拍
fgfe 更新換代
fgfe 拖把
fgfg 拉攏
fgfg 拖拉
fgfh 一系列
fgfh 一朝一夕
fgfh 撞死
fgfh 一筆抹煞
fgfj 一朝天子一朝臣
fgfl 接頭
fgfm 一年一度
fgfm 接招
fgfs 撫摸
fgfs 拉手
fgfs 接手
fgfs 播撒
fgfs 一筆抹殺
fgfx 捶打
fgga 拖延
fggc 一篇篇
fggh 再等等
fggi 接管
fggi 排氣管
fggj 播音
fggj 天真無邪
fggj 一年年
fggp 撫卹
fggp 接站
fggq 撞翻
fggs 接辦
fggu 接親
fggw 接龍
fggw 拉直
fghc 接壤
fghe 拉起
fghg 接境
fghi 拼音文字
fghi 提筆忘字
fghj 接地
fghj 拖地
fghn 拉去
fgho 拖垮
fghq 拖欠
fghq 播報
fghq 天南地北
fghq 接報
fghs 接觸
fghs 技嘉
fght 播放
fghy 天翻地覆
fgia 拼音字母
fgid 技巧
fgie 一直在
fgif 五筆字型
fgig 技工
fgij 天無二日
fgin 一乾二淨
fgip 拖布
fgir 撫寧
fgis 一等功
fgit 拉客
fgit 接客
fgit 播客
fgiw 正氣凜然
fgjb 拉緊
fgjf 接球
fgjj 撫琴
fgjp 一無是處
fgjp 拉環
fgjp 撞邪
fgjq 接班
fgjs 撫弄
fgjs 拉罐
fgjy 播映
fgkd 一意孤行
fgke 撫孤
fgkg 天龍八部
fgkg 拉響
fgkh 天氣預報
fgki 一站式
fgkm 一部分
fgko 一笑了之
fgkt 手無寸鐵
fgla 撫順
fgla 拉順
fgle 惡意中傷
fglf 接風
fglf 拉風
fglj 接聽
fglk 一氣呵成
fgll 擴音器
fgll 副産品
fgll 一等品
fgll 接單
fglo 探囊取物
fglp 扮豬喫老虎
fglp 扮豬吃老虎
fglv 接口
fglw 接吻
fglw 播音員
fgme 接應
fgmf 撫摩
fgml 政協委員
fgmm 播種
fgmm 接種
fgmq 技癢
fgms 拉稀
fgmt 一笑千金
fgmv 拉動
fgmv 拖動
fgmv 拉康
fgmy 拉秧
fgnc 接濟
fgne 一笑泯恩仇
fgnf 播灑
fgnh 技法
fgnj 拖沓
fgnl 撫州
fgnm 接活
fgnn 死氣沉沉
fgnn 折戟沉沙
fgnn 撞斷
fgnq 天南海北
fgnr 接洽
fgns 托幼
fgnw 技能
fgoa 天無絶人之路
fgoa 天無絕人之路
fgod 接線
fgoe 一年級
fgoe 一箭之遥
fgoh 接續
fgoi 投親靠友
fgoi 求親靠友
fgok 天鵝絨
fgoo 接替
fgoo 拉絲
fgop 拉套
fgoq 天乾物燥
fgos 接生
fgos 手無縛雞之力
fgot 接縫
fgou 拉練
fgow 一箭之遙
fgox 一氣之下
fgoy 接納
fgoy 拉網
fgoy 拖網
fgpa 攏岸
fgpc 拉長
fgpc 拖長
fgpc 副部長
fgph 接防
fgpo 一笑置之
fgpq 拉平
fgpq 撫平
fgqg 一年半載
fgqh 接火
fgqn 天真爛漫
fgqo 拉美
fgqo 撫養
fgqo 接送
fgqo 播送
fgqu 撫背
fgqw 接着
fgqw 拉着
fgqw 一年前
fgqw 拖着
fgrb 死無全屍
fgrc 撞騙
fgre 撞人
fgre 接人
fgre 拉人
fgrh 接合
fgro 接近
fgro 拉近
fgrs 接駁
fgrs 拖駁
fgsb 一籌莫展
fgsc 托蒂
fgsd 插翅難逃
fgsf 拖帶
fgsh 技藝
fgsh 拖鞋
fgsh 死無葬身之地
fgsh 接著
fgsh 拉著
fgsh 拖著
fgsi 接茬
fgsk 攏共
fgsl 接力
fgsl 拉力
fgsl 接駕
fgsl 拉架
fgsl 托架
fgsp 拉薩
fgst 插翅難飛
fgsw 接警
fgsx 一筆帶過
fgtb 拉鋸
fgtg 指南針
fgtg 撞鐘
fgtg 撞針
fgtj 撫卹金
fgto 拉鎖
fgtu 拉鍊
fgtw 拉鉤
fgtw 拉鈎
fguc 技校
fgue 接榫
fguj 拉桿
fguj 接旨
fgul 接來
fgun 擴音機
fgun 接機
fguo 接棒
fgur 接入
fgus 接上
fgus 撞上
fgus 拉上
fgut 拉麪
fgut 拉麵
fguw 更年期
fguw 搜索枯腸
fgux 死無對證
fgux 捨我其誰
fgvf 撫掌
fgvf 接掌
fgvh 拉黑
fgvo 拖累
fgvp 接點
fgwj 接見
fgwj 提意見
fgwj 撞見
fgwk 拉腳
fgwp 拉賬
fgwt 一筆勾銷
fgwv 托腮
fgxd 拉丁
fgxg 接骨
fgxi 探親訪友
fgxl 一無可取
fgxm 一番話
fgxo 接過
fgxo 拉過
fgxq 接談
fgxr 接診
fgxs 播講
fgxv 五年計劃
fgxx 拉下
fgxx 接下
fgyj 拉票
fgys 摇籃曲
fgys 搖籃曲
fhab 殘破
fhac 掛齒
fhad 一去不回
fhae 一文不值
fhae 捷報頻傳
fhae 擬於不倫
fhaf 死硬
fhah 殘跡
fhah 一文不名
fhah 死磕
fhah 一蟹不如一蟹
fhah 一塊石頭落地
fhak 一聲不響
fhal 一聲不吭
fham 掛曆
fham 探礦
fhao 擡步
fhar 一去不復返
fhat 探路
fhat 死路
fhau 掛礙
fhaw 擔憂
fhaw 換頁
fhaw 搬起石頭打自己的腳
fhbb 揮發
fhbb 掛軸
fhbd 殲擊
fhbf 死屍
fhbf 殭屍
fhbh 換屆
fhbi 殘弱
fhbj 列車
fhbj 掛車
fhbj 換車
fhbk 死耗
fhbl 揮臂
fhbl 掛壁
fhbm 擡轎
fhbn 列強
fhbn 烈軍屬
fhbo 殘屑
fhbp 死皮
fhbq 掛屏
fhbt 殘局
fhcc 換衣
fhcg 擡高
fhch 換房
fhch 五顏六色
fhck 換好
fhcm 揮毫
fhcm 拷到
fhcm 探到
fhcm 掛到
fhcn 死亡率
fhcn 再教育
fhcn 烈女
fhcn 掛牽
fhco 揮就
fhcp 五方雜處
fhcq 殲敵
fhcq 死敵
fhcr 攙雜
fhcu 逝者如斯
fhcw 換肩
fhcx 天方夜譚
fhdb 一觸卽發
fhdc 看熱鬧
fhdd 擡舉
fhdd 擡出
fhdd 一塊兒
fhdd 掛牌
fhdd 列舉
fhdd 列出
fhdd 掃地出門
fhdd 掛出
fhdf 裂開
fhdf 揮師
fhdg 死鬼
fhdh 歹徒
fhdh 擔待
fhdh 換裝
fhdh 持衡
fhdh 擋土牆
fhdi 救亡圖存
fhdj 換行
fhdk 殉國
fhdk 列國
fhdl 挽回
fhdl 探問
fhdl 拷問
fhdl 掛圖
fhdn 一觸卽潰
fhdn 死後
fhdn 揚名四海
fhdo 死因
fhdp 掛帥
fhdr 死囚
fhds 天文學
fhdu 尤文圖斯
fheb 擁軍優屬
fheb 列傳
fheb 攙假
fhec 更名改姓
fhed 換個
fhee 擁軍愛民
fheg 死傷
fheg 換位
fheg 一鼓作氣
fheg 列位
fheg 殘值
fheh 擡愛
fheh 拔地而起
fhej 一望而知
fhek 殃及
fhek 換代
fhek 撻伐
fhek 列爲
fhek 掛住
fhel 擔保
fhel 死保
fhem 擔任
fhem 一方面
fhen 逝者已矣
fheo 掛件
fheo 換件
fheo 頭文件
fheu 形象化
fheu 掛彩
fheu 裂化
fheu 換貨
fhev 換偶
fhex 殖民
fhex 死信
fhey 擡價
fhfb 拮据
fhfc 拮抗
fhfd 掛拍
fhfd 擔擱
fhfe 副教授
fhfg 惡聲惡氣
fhfg 掛接
fhfh 殊死
fhfh 殯殮
fhfh 死死
fhfh 掐死
fhfh 揮揮
fhfi 擡扛
fhfl 擡頭
fhfl 探頭
fhfl 撓頭
fhfl 殘損
fhfl 死勁
fhfn 挽救
fhfn 探求
fhfn 扶老攜幼
fhfo 攙扶
fhfp 換掉
fhfp 死掉
fhfp 掛掉
fhfr 形勢逼人
fhfs 死刑
fhfs 揮手
fhfs 正方形
fhfs 換手
fhfs 擺地攤
fhfu 掐指
fhfv 換擋
fhfv 掛擋
fhfw 互幫互助
fhfx 拷打
fhfx 揚名天下
fhgd 殉節
fhgh 探索
fhgh 一望無垠
fhgh 持籌
fhgi 一望無邊
fhgj 歹意
fhgk 掛載
fhgl 殘部
fhgm 掛簾
fhgo 掛失
fhgp 一望無際
fhgp 換血
fhgq 換氣
fhgq 探悉
fhgs 擡升
fhgs 揮舞
fhgu 探親
fhgu 換新
fhgv 揮筆
fhgv 殉節
fhgw 換算
fhha 歹毒
fhha 殘毒
fhhb 天旋地轉
fhhb 揮軍
fhhc 列表
fhhc 掐表
fhhe 擡起
fhhe 換文
fhhe 掛起
fhhe 一堆堆
fhhe 換色
fhhg 掛旗
fhhj 死者
fhhj 死地
fhhj 五角場
fhhk 持久
fhhk 死城
fhhk 掛孝
fhhk 歹勢
fhhl 天文臺
fhhl 掛名
fhhl 列名
fhhn 死去
fhho 抗毒素
fhhp 天塌地陷
fhhr 死於
fhhs 烈士
fhhs 死角
fhhs 裂解
fhhs 掛角
fhhw 死亡
fhhw 擔負
fhhw 探望
fhib 殘害
fhib 探友
fhic 探究
fhic 探案
fhie 殘存
fhie 掛在
fhif 天外有天
fhif 死定
fhig 探家
fhig 持家
fhig 換工
fhig 掛斗
fhih 擲地有聲
fhih 殘次
fhih 掠地攻城
fhii 一場空
fhik 死守
fhik 持守
fhio 死牢
fhiq 死灰
fhir 列寧
fhis 擂臺賽
fhis 探身
fhis 持身
fhiu 死寂
fhiw 持有
fhiw 探察
fhja 換牙
fhjb 死神
fhjb 殘缺
fhjc 殘影
fhjf 持球
fhjg 探監
fhjl 探知
fhjl 死區
fhjl 換區
fhjm 殘照
fhjn 換匯
fhjo 五角星
fhjq 換班
fhjq 探班
fhjr 烈日
fhjr 探祕
fhjs 殘暴
fhju 掛果
fhju 殘匪
fhju 裂果
fhjv 死理
fhjw 探視
fhjw 探明
fhke 死了
fhke 裂了
fhkf 列印
fhkg 探戈
fhkk 列為
fhko 一走了之
fhkr 殘餘
fhkr 天地良心
fhks 裂土分茅
fhkt 換成
fhkv 殘留
fhkv 挽留
fhkz 擔子
fhkz 探子
fhlb 換取
fhlb 擷取
fhld 掛號
fhle 死忠
fhlf 烈風
fhlf 探風
fhlg 掛職
fhlg 殉職
fhlg 列數
fhli 天文數字
fhli 擅離職守
fhlj 探聽
fhll 持久戰
fhll 死戰
fhll 揚聲器
fhll 摇旗呐喊
fhll 殘品
fhll 播放器
fhll 掛單
fhll 接觸器
fhll 副產品
fhll 搖旗吶喊
fhln 殘聯
fhlr 換喻
fhls 死别
fhls 揮别
fhlv 裂口
fhlw 死別
fhlw 揮別
fhmb 殘廢
fhmd 持刀
fhmd 揮刀
fhmf 探病
fhmi 掛科
fhmj 殘疾
fhmk 殘忍
fhmk 換季
fhmk 探底
fhml 攙和
fhmn 裂痕
fhmq 換乘
fhmq 掛毯
fhmq 撓癢
fhmr 探秘
fhms 列席
fhmu 捲土重來
fhmv 揮動
fhmv 持重
fhna 探源
fhnb 殘垣斷壁
fhnb 掛漏
fhnc 揮淚
fhnd 扶危濟困
fhnf 揮灑
fhng 死海
fhnh 死法
fhnk 殲滅
fhnl 天文台
fhnm 死活
fhnn 掛斷
fhnn 掐斷
fhno 換洗
fhns 死水
fhns 掛滿
fhns 擔水
fhnu 死去活來
fhnu 殘渣
fhnw 探測
fhny 烈酒
fhob 掛繩
fhod 掛線
fhoe 死緩
fhoe 列維
fhoe 掛級
fhoh 持續
fhoh 裂紋
fhoh 死結
fhoh 掎角之勢
fhoj 拉幫結夥
fhol 掛靠
fhol 天壤之别
fhol 死光
fhol 天壤之別
fhom 死纏
fhon 拉幫結派
fhoo 五色繽紛
fhos 殘生
fhos 死生
fhos 一場春夢
fhot 裂縫
fhou 五角大樓
fhow 拷綢
fhow 探物
fhoy 擔綱
fhpb 五穀豐登
fhpb 列陣
fhpc 探長
fhpg 挽幛
fhpg 殘障
fhph 換防
fhpi 換髮
fhpj 殘陽
fhpn 探幽
fhpo 裂隙
fhpp 頭角崢嶸
fhpp 換帖
fhpq 持平
fhpq 列隊
fhpq 掛墜
fhpr 探險
fhps 五臺山
fhpu 死罪
fhpv 殘虐
fhpv 掛慮
fhpv 換膚
fhpy 換崗
fhqc 指名道姓
fhqh 烈火
fhqh 烈焰
fhqh 掛火
fhqi 武士道
fhqi 殉道
fhqn 一塌糊塗
fhqo 揮拳
fhqq 殊榮
fhqw 死前
fhqw 掛着
fhqw 揮着
fhqw 擔着
fhqw 撓着
fhqw 攙着
fhra 死命
fhrc 掛懷
fhre 死人
fhre 換人
fhre 持人
fhrf 亞運會
fhrf 列兵
fhrf 拍賣會
fhrh 殉情
fhri 擔心
fhri 死心
fhri 掛心
fhrk 掛念
fhrk 一表人才
fhrk 歹念
fhrk 持倉
fhrm 烈馬
fhrm 探馬
fhro 烈性
fhrx 一聲令下
fhsd 換藥
fhse 掛花
fhse 掛靴
fhse 探花
fhse 殘荷
fhsf 亞熱帶
fhsf 殯葬
fhsf 殉難
fhsf 死難
fhsf 殉葬
fhsh 換鞋
fhsh 掛著
fhsh 揮著
fhsh 攙著
fhsh 擔著
fhsh 撓著
fhsl 擔架
fhsl 死力
fhsl 掛架
fhsu 殘殺
fhsy 擷英
fhtb 掛鏈
fhte 天外飛仙
fhtg 掛鐘
fhtg 探針
fhth 掛錶
fhtk 換錢
fhtk 死錢
fhto 掛鎖
fhto 死鎖
fhtp 列島
fhtw 掛鉤
fhtw 掛鈎
fhty 打地鋪
fhui 擡槓
fhuj 探查
fhuj 探疑
fhuk 亞運村
fhuk 持械
fhul 看起來
fhul 換來
fhul 撿起來
fhun 推土機
fhun 掛機
fhun 死機
fhun 殘根
fhup 探杆
fhuq 換樣
fhur 列入
fhur 持槍
fhur 死板
fhur 死於非命
fhur 探析
fhur 拷入
fhur 掛板
fhur 換槍
fhus 掛上
fhus 換上
fhus 一起上
fhut 掛麪
fhut 死麪
fhut 掛麵
fhut 死麵
fhuu 死棋
fhuv 換檔
fhuv 掛檔
fhuw 死期
fhuw 死相
fhvb 一觸即發
fhvf 殆盡
fhvh 掛畫
fhvi 探尋
fhvn 一觸即潰
fhvo 形象思維
fhvo 掛累
fhvv 擔當
fhvv 死黨
fhwb 拷貝
fhwk 擡腳
fhwk 挽具
fhwl 持股
fhwl 換股
fhwn 擡腿
fhwn 擡眼
fhwn 死胎
fhwn 掛勾
fhwp 掛賬
fhwq 探勝
fhws 換購
fhwt 殘敗
fhwx 死盯
fhwy 殘月
fhxb 持證
fhxb 換證
fhxh 探訪
fhxh 殘骸
fhxk 探討
fhxk 探試
fhxl 換歌
fhxo 裂變
fhxo 換過
fhxr 持論
fhxt 死訊
fhxw 探詢
fhxx 換下
fhxy 殘體
fhye 揮霍
fhyl 死靈
fhyo 殘酷
fhyr 掛零
fhyv 殘雪
fiab 一竅不通
fiab 擦破
fiac 一磅
fiag 一貫
fiai 一碗
fiaj 按壓
fiaj 一百
fiaj 天有不測風雲人有旦夕禍福
fiak 一歲
fiam 挖礦
fian 一字不漏
fiao 一步
fias 一碟
fias 一字不苟
fiat 一路
fiau 一些
fiau 按此
fiaw 一頁
fiay 天有不測風雲
fibb 一發
fibd 一擊
fibf 一輛
fibh 一屆
fibk 手工費
fibl 接二連三
fibo 一連
fibp 一張
fibq 一層
fibr 一輪
fibs 一通
fibs 一展
fibs 控申
fibt 一局
ficb 一怒
ficd 抖顫
fice 一夜
ficg 拔高
fich 一户
ficl 一如
ficl 擦亮
ficm 挖到
ficn 擯棄
ficp 一市
ficq 一齊
ficq 一旁
fict 一致
ficv 一畝
ficw 擦肩
ficw 一姐
ficy 挖補
ficy 一遍
fidb 一團
fidd 一舉
fidd 拔出
fidd 挖出
fidd 抖出
fidd 一出
fidd 一艘
fidf 一開
fidh 天姿國色
fidh 天安門廣場
fidh 一戶
fidj 一行
fidj 一間
fidl 一般
fidl 一回
fidl 控盤
fidl 一盤
fidm 天安門
fidm 一門
fidn 一關
fidp 一片
fidq 死灰復燃
fidq 一圈
fidr 看守所
fidr 一所
fidr 一閃
fids 一覺
fidv 一律
fidx 一向
fieb 一隻
fiec 一邊倒
fiec 按倒
fied 挺身而出
fied 一個
fiee 一條
fiee 一雙
fief 打躬作揖
fief 一例
fieg 擦傷
fieg 一位
fieg 一倍
fieh 拍案而起
fiek 一代
fiek 打工仔
fiek 按住
fiek 一份
fiek 一袋
fiek 挨凍受餓
fiek 拔份
fiel 一段
fiem 一面
fieo 一件
fieo 控件
fieq 一併
fiet 一改
fieu 一朶
fiew 一側
fifb 挖掘
fifb 攛掇
fifc 挨家挨户
fifd 一捆
fifd 挨家挨戶
fife 一把
fifh 惡有惡報
fifh 一列
fifh 一揮
fifj 按揭
fifk 擦拭
fifl 一頭
fifl 抖擻
fifl 抖摟
fifl 一副
fifl 一元
fifn 捨身求法
fifn 一抹
fifn 擦抹
fifo 按捺
fifo 一天
fifp 拔掉
fifp 擦掉
fifp 一兩
fifr 控拆
fifs 一手
fifs 五邊形
fifs 擦手
fifu 一批
fifu 一排
fifu 一字一板
fifw 一字一句
fifw 五斗折腰
fifw 亞塞拜然
fifx 摇身一變
fifx 一打
fifx 搖身一變
fify 一再
figb 一支
figc 一篇
figd 元宵節
figd 拔節
figd 一節
fige 一瓣
figh 一等
figi 控管
figi 一管
figi 一十
figj 一朝
figj 擦乾
figj 一年
figj 擦音
figk 一截
figl 天字第一號
figl 一部
figo 一系
figp 一端
figq 一番
figq 一氣
figr 一簽
figs 一無
figu 一新
figv 元宵節
figv 拔節
figv 一節
figw 一直
fihb 一聲
fihc 挖坑
fihc 一表
fihd 一塊
fihe 一起
fihe 一色
fihe 一堆
fihe 一文
fihf 一方
fihf 挖方
fihg 打邊鼓
fihg 挖墳
fihh 一幫
fihh 一封
fihi 天寒地凍
fihj 投資者
fihj 一款
fihj 一場
fihj 打工者
fihj 挖地
fihl 一臺
fihl 一名
fihm 一刻
fihn 擦去
fihn 一去
fiho 一家老小
fihr 打家劫舍
fihs 一角
fihs 挖角
fiht 挖土
fihv 一趟
fihw 一身都是膽
fihz 挖走
fiia 一項
fiib 元宇宙
fiid 一窮二白
fiid 擦寫
fiie 一二
fiie 一宿
fiie 一身二任
fiif 一定
fiig 一家
fiig 一審
fiig 一家家
fiih 一次
fiii 一邊
fiii 擦邊
fiik 一字
fiik 一丈
fiik 挖井
fiin 惡狠狠
fiis 一身
fiis 擦身
fiis 拔身
fiiw 看家狗
fiiw 一有
fiix 一窩
fija 拔牙
fijb 擰緊
fijd 一克
fijf 擦邊球
fijf 一旦
fijf 控球
fijf 一定是
fijg 一覽
fijh 一時
fijh 按時
fijh 一斑
fijh 一晚
fijm 按照
fijo 一晃
fijp 一環
fijr 一日
fijs 一罐
fiju 一夥
fiju 一顆
fijv 按理
fijw 一身是膽
fijz 一早
fikc 一寸
fikg 一鼻孔出氣
fikg 一響
fikg 按響
fiki 一鼻子灰
fiki 一式
fikj 死有餘辜
fikk 一盞
fikl 一事
fikm 一分
fikz 一家子
filb 拔取
filb 挖取
fild 一號
file 一匹
filg 一數
filh 一吹
filj 一聽
fill 一品
filn 一味
filo 拍案叫絶
filo 拍案叫絕
fils 一别
fils 一二三
filu 一朵
filv 一口
filw 打字員
filw 一員
filw 一別
filx 一噸
