aaaf 硬碰硬
egjb 伤神
egjf 任意球
egjg 作古
egjk 临时
egjq 值班
egjr 值日
egjs 作弄
egjs 监区
egjt 异端邪说
egju 瓜果
egjv 监理
egjy 监视
egka 贤妻良母
egke 临了
egke 值了
egkf 伤感
egkf 倍感
egkf 监印
egkj 作主
egkl 监事
egkl 什么事
egkm 瓜分
egkm 临盆
egko 作乐
egko 以意为之
egks 作为
egkt 临终
egkt 作成
egkz 位子
egkz 瓜子
eglc 临川
egld 作响
egld 伤号
egle 临邑
eglg 傅立叶
eglg 瓜叶
eglj 作呕
egll 作品
egll 紧箍咒
eglq 作恶
eglr 监听
eglr 以貌取人
egls 作风
egls 鉴别
egls 临别
egls 伤风
egls 作别
egls 临风
eglv 伤口
egly 伤员
egmb 伤痛
egmb 作痛
egmc 监委
egmd 作废
egme 伤疤
egme 作乱
egme 作秀
egmf 伤病
egmh 位移
egmi 伤科
egmk 作序
egmn 伤痕
egmu 临床
egnb 民意测验
egnf 倍添
egng 悠哉游哉
egng 临海
egng 临潼
egnh 作法
egnh 巴彦淖尔
egnh 临清
egni 临江
egnj 信笔涂鸦
egnj 临池
egnk 侮辱
egnk 临汾
egnp 爱新觉罗
egnr 临沂
egnr 临沧
egnr 作派
egns 临水
egnw 位能
egny 监测
egod 什锦
egof 值钱
egog 而立之年
egok 作态
egow 作物
egow 什物
egoy 监制
egoy 监规
egpg 位置
egpg 作陪
egph 作罢
egph 华南虎
egpi 监院
egpl 作战
egpl 临战
egpq 临平
egpx 临阵
egqc 作数
egqc 倍数
egqc 位数
egqh 以意逆志
egqi 作料
egqn 华南师范大学
egqo 瓜类
egqp 作弊
egqw 低音炮
egqw 临着
egra 伤怀
egrb 作怪
egre 伤人
egre 什么人
egrf 伤兵
egrf 伤愈
egrh 伤情
egri 伤心
egrj 侮慢
egro 临近
egsd 作孽
egsi 值勤
egsj 临摹
egsj 瓜葛
egsl 倍加
egsp 侮蔑
egsv 瓜苗
egsw 倒栽葱
egsy 作用
egtc 鉴谅
egtf 作证
egtf 俄语
egtf 鉴证
egth 作诗
egtt 作词
egua 俄顷
egub 鉴权
egue 作业
eguf 作梗
eguf 监本
egug 似笑非笑
eguj 监查
egul 传真机
egul 倍速
egul 临机
egul 值机
eguo 监督
egup 耍笔杆
eguq 什么样
egur 伤悲
egur 临检
eguu 监禁
eguu 作梦
eguw 瓜棚
eguw 位相
egvr 临界
egvt 瓜田
egvv 异乎寻常
egvy 鉴赏
egwe 受气包
egwg 临睡
egwo 览胜
egww 临朐
egxm 临门
egxo 作东
egxr 监斩
egyf 作贱
egyj 监票
egyk 伤财
egys 作曲
egyx 临西
ehaf 侍卫
ehaf 临危不挠
ehao 你还
ehar 临危不惧
ehbc 受骗
ehbd 受屈
ehbd 受电
ehbe 受难
ehbk 受尽
ehbo 僧多粥少
ehbr 受惠
ehbu 伯尔尼
ehbw 爱驹
ehce 受雇
ehce 爱妃
ehcj 爱姬
ehcj 爱她
ehck 爱好
ehck 仿效
ehck 您好
ehck 你好
ehcm 受到
ehcn 侍女
ehcn 仕女
ehcn 爱女
ehcn 倩女
ehcn 你妹
ehco 佳妙
ehco 你就
ehct 佳婿
ehdf 受惩
ehdh 华尔街
ehdj 爱国
ehdk 代表团
ehdr 你所
ehds 以逸待劳
ehdu 受困
ehdw 你的
ehdw 您的
eheb 仿佛
ehed 倾城倾国
ehee 侍候
ehef 你俩
eheg 受伤
eheg 代表作
eheg 佳作
eheh 爱你
ehek 受孕
ehel 爱侣
eher 何去何从
eher 临危受命
eheu 受体
eheu 爱华
eheu 佳华
ehev 佳偶
ehex 你们
ehex 爱民
ehex 您们
ehfc 爱护
ehfc 受热
ehfc 改名换姓
ehfd 以怨报德
ehfe 受援
ehff 爱抚
ehfg 受托
ehfh 以色列
ehfi 受控
ehfj 巴尔扎克
ehfl 受损
ehfo 舜天
ehfq 你来
ehfq 爱拼
ehfr 受挫
ehfr 临危授命
ehfs 受刑
ehfw 爱看
ehfw 你看
ehfy 佳丽
ehgc 爱妾
ehgf 你我
ehgf 爱我
ehgh 倚老卖老
ehgh 你等
ehgj 佳音
ehgj 像章
ehgj 爱意
ehgk 爱戴
ehgm 爱笑
ehgo 你争我夺
ehgq 受气
ehgq 傲气
ehgv 爱妻
ehgw 仿真
ehhg 佳境
ehhg 爱墙
ehhj 侍者
ehhj 债款
ehhk 受教
ehhk 爱城
ehhl 佳吉
ehhn 你去
ehho 像素
ehhr 爱恋
ehhs 传教士
ehhu 您老
ehhu 你老
ehib 受害
ehib 受审
ehic 受凉
ehic 受案
ehif 受宠
ehig 你家
ehig 爱家
ehih 异军突起
ehih 偃旗息鼓
ehih 以毒攻毒
ehih 你猜
ehij 仕宦
ehij 爱宝
ehin 受动
ehiq 受灾
ehiq 爱犬
ehiq 侍寝
ehir 佳宾
ehis 受穷
ehis 受寒
ehiu 仿宋
ehix 受冻
ehjb 爱神
ehjc 倩影
ehjc 佳景
ehjd 倩碧
ehje 受礼
ehje 你也
ehjf 爱玩
ehjf 像是
ehjg 仿古
ehjm 仿照
ehjs 侍弄
ehjs 使馆区
ehjv 受理
ehjy 傲视
ehjz 你早
ehka 佳缘
ehke 受了
ehke 爱尔维修
ehkf 优越感
ehkh 佳绩
ehkj 债主
ehkk 民族主义
ehkk 巴解组织
ehkl 受事
ehko 受过
ehko 爵士乐
ehko 爱乐
ehko 爱过
ehkr 爱欲
ehks 受戒
ehks 你爹
ehkv 侍郎
ehkv 爱卿
ehkv 爱郎
ehkz 爱子
ehlb 受聘
ehlb 你呢
ehlg 爱吃
ehlj 爱巢
ehlj 你呀
ehll 佳品
ehll 爱哭
ehll 仿品
ehlr 爱听
ehmh 爱称
ehmn 侍应
ehmn 旧地重游
ehmt 受敌
ehmu 侈靡
ehng 受潮
ehnh 傲游
ehnk 受辱
ehno 受洗
ehnq 爱滋
ehnw 民怨沸腾
ehnw 佳能
ehnx 爱河
ehny 受测
ehoe 化外之民
ehoh 巴尔特
ehoj 侍奉
ehol 仿造
ehon 伏尔泰
ehos 仿生
ehow 傲物
ehoy 受制
ehoy 仿制
ehoz 爱之
ehpa 傲岸
ehpg 巴尔干
ehph 爬墙虎
ehpn 受限
ehpr 代表队
ehpt 受罚
ehpt 受降
ehpu 受罪
ehpv 受虐
ehpw 受阻
ehpy 爱岗
ehqh 受精
ehqh 受奖
ehqh 爱将
ehqh 爱火
ehqi 爱尔兰
ehqk 受益
ehqk 受粉
ehqn 华尔兹
ehqo 债券
ehqo 爱美
ehqo 佳美
ehqu 爱普
ehqw 爱着
ehqw 受着
ehra 受命
ehra 受创
ehrc 受惊
ehre 爱人
ehre 佳人
ehre 像个
ehre 受人
ehre 傲人
ehre 代表人
ehrf 仕途
ehrh 爱情
ehri 爱心
ehri 以文会友
ehrj 傲慢
ehrk 受领
ehrn 爱恨
ehro 代表性
ehro 优越性
ehrq 爱憎
ehrr 爱怜
ehrr 侍从
ehrr 受众
ehrs 爱惜
ehsa 佳节
ehsi 民族英雄
ehsi 佳肴
ehsi 傲世
ehsi 仿若
ehsj 受苦
ehsj 爱慕
ehsl 伏尔加
ehsl 受力
ehsn 受落
ehsy 受用
ehtf 爱语
ehth 受访
ehtl 受训
ehtl 你敢
ehtm 佳话
ehtm 像话
ehtp 代表处
ehtq 侈谈
ehtq 你说
ehtq 爱说
ehts 债务
ehtt 代名词
ehtu 受让
ehub 债权
ehub 受权
ehue 受业
ehul 爱机
ehuq 像样
ehus 爱上
ehuu 佳林
ehuw 佳期
ehuw 你想
ehuw 佳构
ehvj 爱建
ehvo 受累
ehvv 仪表堂堂
ehvy 受赏
ehwi 傲然
ehwl 佳句
ehwn 受胎
ehws 保鲜膜
ehxg 低声下气
ehxg 傲骨
ehxj 爱车
ehye 仁者见仁
ehyi 受贿
ehyi 仿冒
ehyj 仁者见仁智者见智
ehyj 你见
ehyk 佳酿
ehyk 爱财
ehyu 傲霜
ehyv 傲雪
eiad 保家卫国
eiah 化工厂
eiaj 仁厚
eiam 坚定不移
eiat 低头不语
eiay 低头不见抬头见
eiaz 伫足
eibd 传电
eibh 面有难色
eibk 已尽
eibk 仁寿
eibk 信息费
eibu 已由
eiby 传观
eicb 已被
eicc 紧身衣
eicc 以次充好
eich 健身房
eich 以工补农
eick 已婚
eicm 传到
eicm 紧身裤
eicp 保定市
eics 传媒
eicy 传遍
eidb 民富国强
eidb 已发
eidd 传出
eidg 仁德
eidj 侠客行
eidk 已往
eidk 便宜行事
eidl 传回
eiee 伫候
eief 倚官仗势
eieh 仁爱
eiek 传导
eiek 传代
eiek 已付
eieu 信息化
eieu 仿宋体
eieu 便宜货
eiew 傻头傻脑
eiew 倥偬
eiex 传信
eiey 以身作则
eiey 以工代赈
eiey 倥侗
eifa 仁政
eifa 传报
eifc 传热
eifc 佑护
eifd 以身殉国
eifd 以身报国
eife 传授
eife 改头换面
eife 传宗接代
eifg 传播
eifh 已死
eifk 仅次于
eifl 以身殉职
eifo 传抄
eifo 凭空捏造
eifq 传来
eifs 传开
eift 传扬
eifw 传看
eigj 传音
eigl 伫立
eigm 伏笔
eigm 佞笑
eigw 传真
eiha 以资鼓励
eihc 信息表
eihg 保安族
eihj 受害者
eihj 伏地
eihj 仁者
eihk 传教
eihk 已久
eihw 伫望
eiic 休息室
eiic 伏案
eiie 已在
eiii 监守自盗
eiij 传家宝
eiin 传动
eiip 传布
eiiq 偷工减料
eiiw 已有
eijb 传神
eijd 伏击
eijf 传球
eijf 已是
eijg 改容易貌
eijh 已晚
eijl 已知
eijp 伏旱
eijr 休息日
eijt 已故
eikb 已经
eikb 传经
eikc 传统
eikf 传感
eiki 以攻为守
eiki 以守为攻
eikk 保守主义
eikm 化害为利
eikn 传颂
eiko 已过
eiko 传过
eikr 传给
eikr 已给
eiks 仁义
eiks 仗义
eiks 已为
eiks 传为
eiks 传戒
eikt 已成
eild 仁兄
eilg 传呼
eilh 传唤
eilj 传唱
eill 巴布亚新几内亚
eilw 低头哈腰
eily 侦察员
eimd 伏魔
einc 传染
einh 伏法
eino 已退
einp 乳臭未干
einr 保守派
eins 已满
eins 信息港
eint 伏汛
einu 俄狄浦斯
einy 佐酒
eioh 伏特
eioo 传达
eioo 传销
eioo 已达
eiox 传奇
eiph 佐餐
eiph 伏虎
eipt 巴塞罗那
eipu 伏罪
eiqb 传递
eiqh 已将
eiqi 传道
eiqi 佐料
eiqi 焦头烂额
eiqi 华容道
eiqi 仁道
eiqj 传单
eiqk 传粉
eiqm 伏羲
eiqn 仁慈
eiqo 传送
eiqq 佛头着粪
eiqr 修身养性
eiqw 仗着
eire 传人
eire 鉴定人
eirf 伏兵
eirf 侦察兵
eirf 仗剑
eirh 传情
eirh 仗恃
eirk 传令
eiro 已近
eisg 倾家荡产
eish 传动带
eisi 传世
eisi 已获
eisr 受宠若惊
eisy 已用
eitb 传诵
eitb 传译
eitd 以身许国
eite 传记
eite 传谣
eitf 佐证
eitm 传话
eitn 传承
eitn 以身试法
eito 伏诛
eitq 传说
eitr 信息论
eitt 传讯
eitt 鉴定书
eitt 传书
eitx 侠盗飞车
eiuf 已非
eiuk 传述
eiul 侦察机
eiup 健身卡
eiuq 住宅楼
eiur 传入
eiut 以身相许
eiuw 傧相
eivd 保守党
eivt 传略
eiwi 已然
eiwj 仗胆
eiws 佐助
eixl 传闻
eixl 传问
eixq 传阅
eixq 已阅
eixr 传输
eixx 伏下
eixy 传言
eiyj 传票
eiys 信息网
ejad 但愿
ejaf 坚韧不拔
ejah 修理厂
ejaj 以牙还牙
ejaj 爱理不理
ejas 旧历
ejau 但不
ejau 做些
ejaz 做足
ejbj 旧居
ejbk 做戏
ejbk 做寿
ejbk 但对
ejbk 做对
ejbk 他对
ejbk 代理费
ejbl 做强
ejbo 但又
ejby 旧观
ejch 旧房
ejcj 但她
ejck 旧交
ejck 做好
ejck 旧好
ejcm 做到
ejco 他就
ejco 做就
ejcs 做媒
ejdd 做出
ejdf 借题发挥
ejdg 做鬼
ejdj 他国
ejdk 及时行乐
ejdl 做回
ejdo 但因
ejdr 旧版
ejdr 他所
ejdv 他律
ejdw 旧的
ejdw 他的
ejea 伶牙俐齿
ejeb 做假
ejef 旧例
ejef 他俩
ejeg 做作
ejeg 旧作
ejeg 估值
ejeh 做爱
ejeh 旧爱
ejej 遥遥
ejej 但他
ejek 倡导
ejek 旧俗
ejek 作福作威
ejem 己任
ejeo 旧件
ejeq 做伴
ejeq 伛偻
ejer 估价
ejeu 旧货
ejeu 似是而非
ejeu 旧体
ejex 他们
ejfb 俄克拉荷马
ejff 保时捷
ejfi 遥控
ejfl 遥远
ejfl 做操
ejfn 但求
ejfs 估摸
ejft 倡扬
ejfu 遥指
ejfu 旧指
ejfv 俯卧撑
ejfw 临时抱佛脚
ejfw 遥看
ejfx 依违两可
ejgd 旧貌
ejgg 估产
ejgj 旧年
ejgj 他年
ejgj 旧章
ejgl 旧部
ejgo 但系
ejgu 做亲
ejgw 估算
ejha 旧址
ejhb 做声
ejhc 值班表
ejhe 旧文
ejhf 他方
ejhh 做多
ejhj 旧地
ejhj 旧款
ejhj 但都
ejhk 僭越
ejhk 旧城
ejhk 旧教
ejhn 但却
ejho 旧迹
ejho 但这
ejhr 做饭
ejhr 仰卧起坐
ejhw 遥望
ejib 做官
ejib 旧友
ejic 值班室
ejic 旧案
ejif 做完
ejig 做工
ejig 临时工
ejig 旧宅
ejig 修理工
ejig 他家
ejig 旧家
ejii 做空
ejis 做功
ejit 做客
ejiu 但它
ejiw 旧有
ejiw 但有
ejiw 他有
ejjc 旧臣
ejje 但也
ejje 他也
ejjf 但是
ejjf 估量
ejjf 做题
ejjf 他是
ejjj 以暴易暴
ejjk 旧时
ejjl 遥祝
ejjl 旧知
ejjl 遥知
ejjr 他日
ejjr 旧日
ejjs 旧区
ejkb 面神经
ejkd 倒果为因
ejke 做了
ejkf 遥感
ejkg 他乡
ejkh 伟绩
ejkh 做绝
ejki 旧式
ejkj 做主
ejkl 做事
ejkl 旧事
ejkm 估分
ejko 做过
ejkr 他给
ejks 他爸
ejkt 做成
ejkw 旧约
ejkz 鹞子
ejlk 但凡
ejll 监视器
ejlq 旧恶
ejlr 借古喻今
ejlw 以智取胜
ejme 鹞鹰
ejme 做秀
ejmf 旧病
ejmh 旧称
ejmh 做庄
ejml 做种
ejmm 伯克利
ejmn 但应
ejmq 倡廉
ejng 爱琴海
ejnh 做法
ejnh 旧学
ejnh 伦理学
ejnm 做活
ejnr 做派
ejnw 但能
ejnw 他能
ejny 遥测
ejny 估测
ejod 伟大
ejod 做大
ejos 做错
ejow 旧物
ejow 他物
ejoy 旧制
ejpa 伟岸
ejpl 优缺点
ejqf 改邪归正
ejqw 做着
ejre 他人
ejre 做人
ejre 伟人
ejre 代理人
ejre 做个
ejre 他个
ejrh 旧情
ejri 旧社会
ejri 他会
ejro 临时性
ejro 及时性
ejse 做菜
ejsk 倡办
ejsl 伟力
ejsl 他力
ejsu 他杀
ejsy 他用
ejtg 估计
ejth 旧诗
ejtk 倡议
ejtm 旧话
ejtp 他处
ejtq 他说
ejtq 佛是金装人是衣装
ejtr 借古讽今
ejtt 旧书
ejud 以礼相待
ejue 伟业
ejue 旧业
ejuo 爱克斯光
ejuq 旧楼
ejur 以古非今
ejus 做上
ejuu 做梦
ejuu 旧梦
ejuw 遥想
ejuw 他想
ejvi 傲视群雄
ejvs 伟男
ejvx 旧习
ejwj 遥祭
ejwr 以理服人
ejwr 做脸
ejxd 但丁
ejxj 旧车
ejxl 旧闻
ejxl 伟哥
ejxl 他问
ejxl 遥闻
ejxo 做东
ejyc 但要
ejyj 但见
ejyj 己见
ejyk 做贼
ejyu 旧账
ejyu 做账
ejyv 及时雨
ejyv 旧雨
ekab 代码
ekah 低压
ekah 耐压
ekai 仰止
ekak 何乐不为
ekak 耐碱
ekam 乳母
ekao 低频
ekao 代步
ekap 低碳
ekar 乳齿
ekar 低龄
ekau 以此
ekau 及此
ekba 集成电路
ekbd 导电
ekbe 导引
ekbf 仔鸡
ekbh 俗艳
ekbi 低层
ekbk 付费
ekbk 低耗
ekbk 代耕
ekbk 伙食费
ekbk 以对
ekbn 导尿
ekbp 付邮
ekbq 导弹
ekbs 导通
ekbw 低眉
ekbw 黛眉
ekch 住房
ekch 集贸市场
ekch 住户
ekch 乳房
ekck 乳娘
ekck 低效
ekck 代交
ekcm 低到
ekcn 孕育
ekcn 侄孙女
ekcn 仔畜
ekcn 爱才如渴
ekcr 爱才如命
ekct 导致
ekct 以致
ekcv 孕妇
ekcw 乳膏
ekcz 以至
ekcz 及至
ekdb 乳白
ekdb 代发
ekdb 导发
ekdc 导航
ekdd 付出
ekdd 导出
ekde 份儿
ekdf 低微
ekdf 付与
ekdf 仪征
ekdh 以待
ekdj 代行
ekdk 以往
ekdl 低回
ekdp 袋鼠
ekdr 住所
ekds 休戚与共
ekdt 代收
ekdt 导图
ekdx 导向
ekeb 以巴
ekef 以便
ekeg 伪作
ekeg 低位
ekeg 以作
ekeg 导览
ekeg 低值
ekeh 耐受
ekei 仪仗
ekei 仰仗
ekej 低估
ekej 作威作福
ekek 以及
ekek 低俗
ekek 何乐而不为
ekel 低保
ekel 代售
ekem 仰面
ekeo 民主集中制
eker 代价
eker 低价
ekes 民主改革
ekes 以供
ekeu 导体
ekeu 乳化
ekev 代偿
ekfa 导报
ekfa 以卵投石
ekfc 导热
ekfc 耐热
ekfc 低热
ekfc 导护
ekfd 仰拍
ekff 供过于求
ekfg 导播
ekfh 住持
ekfh 代换
ekfi 化为乌有
ekfk 低于
ekfk 及于
ekfn 以求
ekfo 仰天
ekfq 以来
ekfs 住手
ekfs 代开
ekfw 耐看
ekfx 仗义执言
ekfx 代打
ekfx 耐打
ekgb 及第
ekgf 及笄
ekgg 低产
ekgh 低等
ekgi 导管
ekgi 代管
ekgj 低音
ekgl 俱乐部
ekgm 代笔
ekgp 低端
ekgp 代币
ekgq 俗气
ekgr 代签
ekgs 低垂
ekgt 代卖
ekgv 倒戈卸甲
ekgy 以南
ekha 住址
ekhb 低声
ekhc 代表
ekhc 仪表
ekhd 代考
ekhe 仰起
ekhf 贷方
ekhf 及冠
ekhg 代培
ekhj 贷款
ekhj 付款
ekhj 住地
ekhj 低地
ekhk 耐久
ekhk 乳剂
ekhl 以免
ekhl 乳名
ekhl 俗名
ekhp 以外
ekhp 份外
ekhs 仰角
ekhw 仰望
ekhx 伪军
ekie 住宿
ekig 住宅
ekig 住家
ekig 改过自新
ekig 代工
ekih 仔猪
ekih 乳猪
ekih 以资
ekii 低空
ekii 乳臭
ekio 低头
ekio 仰头
ekio 乳头
ekiq 优柔寡断
ekir 付息
ekir 仪容
ekis 耐寒
ekit 份额
ekja 乳牙
ekja 以卵击石
ekjd 耐克
ekjf 份量
ekjf 耐玩
ekjh 乳晕
ekjj 导医
ekjk 及时
ekjk 黛玉
ekjm 低矮
ekjp 仰卧
ekjs 以示
ekjv 代理
ekjy 仰视
ekjy 以柔克刚
ekjz 及早
ekkd 代缴
ekke 低级
ekke 低缓
ekkf 导线
ekki 仪式
ekkm 低分
ekko 俗乐
ekkr 低谷
ekkr 付给
ekks 以为
ekks 代为
ekkv 仔细
ekkv 黛绿
ekkw 紧绷绷
ekkx 代练
ekkx 以纯
ekky 导纳
ekkz 袋子
ekkz 份子
ekkz 傻孩子
ekla 住嘴
ekla 耍贫嘴
ekld 代号
eklh 面红耳赤
eklh 孕吐
eklj 低唱
ekll 仪器
ekll 传感器
ekll 乳品
eklr 低吟
eklr 耐听
eklv 住口
ekly 导员
ekma 耐磨
ekmf 旧事重提
ekmh 俗称
ekmh 代称
ekmj 乳香
ekmk 代序
ekml 乳癌
ekmp 住店
ekmq 低廉
ekmq 乳糜
ekms 低度
ekmw 代庖
ekna 乳源
eknb 乳油
eknc 乳液
ekng 低潮
ekng 乳汁
eknh 导游
eknh 低沉
eknh 低洼
eknh 付清
ekni 导演
eknj 低温
eknj 化为泡影
eknk 仰泳
eknm 假公济私
eknr 民主派
ekns 耐水
eknw 低能
eknw 代沟
eknw 乳沟
ekof 付钱
ekog 伪劣
ekog 低劣
ekok 仪态
ekok 以太
ekok 以子之矛
ekol 伪造
ekon 乳牛
ekoo 代替
ekoo 代销
ekoo 伪钞
ekop 俗套
ekoq 仁义之师
ekou 乳钵
ekow 及物
ekoy 倾盆大雨
ekoy 供给制
ekoz 代之
ekoz 以之
ekpg 耐干
ekph 以防
ekpi 住院
ekpl 低点
ekpm 导刊
ekpn 低限
ekpp 乳罩
ekpq 低平
ekpr 低阶
ekps 岱山
ekpt 乳峰
ekpt 低峰
ekqa 耐烦
ekqc 代数
ekqc 导数
ekqc 份数
ekqd 仁义道德
ekqf 导师
ekqh 伪装
ekqh 袋装
ekqh 耐火
ekqh 乳浆
ekqi 传经送宝
ekqk 乳粉
ekqm 乳糖
ekqm 低糖
ekqo 低迷
ekqo 乳类
ekqo 优乐美
ekqq 伪善
ekqu 以北
ekqw 以前
ekqw 住着
ekqx 低烧
ekra 住惯
ekre 俗人
ekrf 以后
ekrf 乳鸽
ekri 耐心
ekrk 代领
ekrl 以绝后患
ekro 耐性
ekro 以近
eksb 乳黄
eksf 乳燕
eksg 低薪
eksh 代劳
eksh 耐劳
eksj 仰慕
eksj 耐苦
eksk 代办
eksk 耐药
eksl 耐力
eksl 代驾
eksn 低落
eksr 民主革命
eksy 耐用
eksy 代用
ekte 贷记
ektf 俗语
ektf 低语
ektf 伪证
ektf 导语
ektg 导读
ektg 住读
ektg 俗谚
ekth 付诸
ekth 以飨读者
ekti 代谢
ekti 低飞
ektj 代课
ektj 代金
ektm 俗话
ektn 仰承
ektp 住处
ektp 低处
ektr 导论
ekts 俗务
ektt 民事诉讼
ektt 代词
ektv 以备
ektw 低调
ekty 仗义疏财
ekub 伐树
ekuc 住校
ekue 乳业
ekuf 低成本
ekug 付梓
ekuj 导标
ekul 低速
ekum 伐木
ekuo 低档
ekuq 及其
ekuq 休戚相关
ekuq 以其
ekur 导板
ekur 导入
ekur 代入
ekus 以上
ekut 及格
ekut 低格
ekuw 以期
ekuw 孕期
ekvd 民主党
ekvj 他乡遇故知
ekvl 袋里
ekvn 民主党派
ekwc 乳胶
ekwd 乳腺
ekwh 住脚
ekwm 耐脏
ekwr 仰脸
ekwu 乳脂
ekwu 低脂
ekww 低胸
ekwy 低腰
ekxc 导轨
ekxd 华盛顿
ekxo 以东
ekxr 导轮
ekxx 以下
ekxx 低下
ekxx 住下
ekxy 导言
ekxy 代言
ekye 低配
ekyf 低贱
ekyf 低凹
ekyn 乳酸
ekyr 以内
ekyr 份内
ekys 俗曲
ekyt 乳酪
ekyu 付账
ekyw 代购
ekyw 导购
ekyx 以西
ekyy 孕婴
elaf 保卫
elaf 保研
elar 保龄
elas 信口雌黄
elaw 仲夏
elbk 耍嘴皮子
elbk 保费
elbm 巴哈马
elbq 信号弹
elbq 煲粥
elbs 作品展
elbu 仲尼
elca 保姆
elch 售房
elch 保户
elcl 俨如
elcn 保育
elcs 保媒
eldd 售出
eldi 倾巢出动
eldj 保皇
eldj 保固
eldt 保收
eled 倾巢而出
eled 借风使船
elee 保修
elee 偏听偏信
elef 仰取俯拾
eleg 保值
eleg 段位
elei 保佑
elek 保住
elel 侃侃
elel 倾耳而听
eleq 侣伴
eler 售价
eler 保价
eleu 售货
elev 保健
elfc 保护
elfh 保持
elfm 何患无辞
elfn 信口开河
elgh 倒凤颠鸾
elgi 保管
elgk 仲裁
elgk 佩戴
elgq 保释
elgt 售卖
elgw 保真
elhb 售罄
elhc 保墒
elhg 作恶多端
elho 保尔
elhp 保外
elhq 保鲜
elhs 爱别离苦
elic 保安
elie 保存
elie 保准
elif 保定
elig 保家
elik 保守
elir 保密
elir 保息
elis 保身
elit 保额
eliw 保有
elje 保暖
eljf 保量
eljk 佩玉
elke 保级
elke 以史为鉴
elkv 保留
elkz 段子
elkz 堡子
elle 段中
ellx 傻呵呵
elmd 佩刀
elmk 保底
elmm 保利
elmq 保税
elmv 保重
elmv 保康
elnh 保洁
elnj 保温
elnj 保湿
elnk 保举
elnn 堡垒
elnr 什叶派
elnt 煲汤
elod 保先
eloh 佩特
eloj 仲春
eloy 保镖
elpg 保障
elph 保罗
elpj 彩凤随鸦
elpl 售点
elpr 保险
elps 保山
elqi 佩兰
elqj 保单
elqo 保养
elqo 保送
elqw 售前
elqx 信号灯
elqx 仙风道骨
elra 保命
elre 保人
elrf 佩剑
elrf 售后
elrg 保质
elrj 保全
elrq 改恶从善
elsh 集中营
elsh 佩带
elsi 保荐
elsk 保藏
elsl 保驾
elsn 段落
elsv 保苗
elsy 保用
eltf 保证
eltj 保金
eltn 保函
eluc 段长
eluc 保长
eluf 保本
eluq 售楼
elvj 保甲
elvo 假恶丑
elwa 佩服
elwi 俨然
elwn 保胎
elxd 低三下四
elye 伤风败俗
elyg 异口同音
elyh 异口同声
elyj 售票
elyj 保票
emaf 坚忍不拔
emam 假痴不癫
embi 面层
embj 侨居
embk 面对
embl 面壁
embp 面皮
embu 任由
emcd 面禀
emck 面熟
emco 俯就
emcp 面市
emcq 供应商
emdk 面团
emdw 面的
emdx 面向
emeg 面临
emeg 面值
emeg 倭瓜
emeg 俯览
emei 凭仗
emek 俯仰
emem 任凭
emem 面面
emes 凭借
emex 任何
emex 侨民
emfa 侨报
emfb 凭据
emfd 俯拍
emfe 面授
emff 面无
emfr 俯拾
emgd 面貌
emgd 旧病复发
emgj 任意
emgj 面朝
emgl 面部
emgl 供应部
emgr 面签
emgw 面筋
emhe 面色
emhh 面坊
emhi 面馆
emhj 恁地
emhk 任教
emhl 任免
emhs 俯角
emhv 面鱼
emif 倭寇
emih 侨资
emii 凭空
emil 俯冲
emir 面容
emis 俯身
emit 面额
emiw 俯察
emiw 面有
emjp 俯卧
emjs 保税区
emjy 俯视
emke 面孔
emkg 侨乡
emkk 面纸
emkm 面盆
emko 面纱
emks 面食
emkz 面子
emlb 任取
emlj 面呈
emll 任职
emlp 凭吊
emly 伤病员
emmb 面瘫
emmf 面庞
emml 面积
emmp 便利店
emnd 俯允
emnh 伪科学
emnj 侨汇
emnr 面洽
emnt 面汤
emod 任选
emog 凸透镜
emoq 面颊
emoq 价廉物美
emos 面生
emox 供应链
empj 面巾
empl 侧重点
empl 面点
empp 面罩
empr 凭险
empx 面陈
emqd 面塑
emqf 任重道远
emqh 面酱
emqi 面料
emqi 俯首
emqi 健康状况
emqj 面糊
emqj 凭单
emqk 面粉
emqo 侨眷
emqq 面善
emqw 面前
emqw 凭着
emqw 任前
emra 任命
emre 任人
emrf 面叙
emrh 凭恃
emro 任性
emsi 面世
emsk 侨办
emsr 借刀杀人
emsy 任用
emtf 凭证
emtj 任课
emtk 面试
emtk 面议
emtq 面谈
emts 任务
emtu 面条
emuo 化腐朽为神奇
emuq 凭栏
emuq 任其
emur 面板
emuw 任期
emuw 面相
emvf 盈千累万
emvg 任君
emvr 侨界
emvt 伽利略
emvv 伤痕累累
emwc 伊利丹
emwd 凭眺
emwe 面包
emwe 面肥
emwk 面具
emwm 面目
emwn 任县
emws 面膜
emwt 俯瞰
emww 侨胞
emya 面露
emyj 面见
emyr 任内
emys 面霸
emyu 面霜
enaq 停滞不前
enbl 爱沙尼亚
enbq 催泪弹
enbs 临深履薄
enbu 乃由
encg 债台高筑
encp 临沂市
encp 优游卒岁
encz 乃至
ende 低能儿
eneo 俊俏
enfi 临渴掘井
enfl 化学武器
enfu 偷梁换柱
enfy 俊丽
enge 似水年华
engn 倒海翻江
enhe 耍流氓
enho 乃尔
enhw 伊能静
enig 化学家
eniu 作法自毙
enje 俊雅
enjf 乃是
enjs 储油罐
enki 以退为进
enkk 化学纤维
enkn 乃翁
enks 乃父
enkv 俊朗
enkv 俊郎
enll 化学品
